song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid
Worth It,2019-07-13,YK Osiris,60,59,52,20,b286186b-0689-4236-a57b-3fbe7ef8d3bc
Easier,2019-07-13,5 Seconds Of Summer,66,64,48,6,25597f61-a704-4c93-84b7-067812cbc6a1
Rearview Town,2019-07-13,Jason Aldean,68,71,68,6,c674c4a2-aab4-401b-b763-225b55485908
Callaita,2019-07-13,Bad Bunny & Tainy,69,68,68,4,3f288b3a-3270-4984-9638-201c4d6754d3
Please Me,2019-07-13,Cardi B & Bruno Mars,72,65,3,20,fe4c55b2-1a6e-48b2-991a-1fbe2be9eaf1
It's You,2019-07-13,Ali Gatie,73,70,70,3,d3641718-f119-4d3e-b9d3-3a284dbb8a4b
Talk You Out Of It,2019-07-13,Florida Georgia Line,75,76,73,20,0051dafd-d42c-4809-9769-e65470ab3690
One Thing Right,2019-07-13,Marshmello & Kane Brown,76,57,57,2,47fd8f25-3d73-4ab2-bb52-a3d3ddc7c728
Soltera,2019-07-13,"Lunay, Daddy Yankee & Bad Bunny",77,75,73,8,b1c455e7-7b2f-404d-b6e7-1261f182d915
When I Grow Up,2019-07-13,NF,78,,78,1,730796cd-54de-4034-b343-e2b139970c78
Raised On Country,2019-07-13,Chris Young,79,81,79,5,f302bbab-713d-4a98-81a5-c98ac879789d
Before I Let Go,2019-07-13,Beyonce,80,79,65,11,cb6e819a-ce5c-4f70-b32b-f60ed4401604
Eyes On You,2019-07-13,Chase Rice,88,84,38,20,e004cd0e-0e98-40e5-89ca-81cb185a64d5
Trampoline,2019-07-13,SHAED,89,77,77,5,51ae7463-3af5-4888-a468-895bebcbd37c
Girls Need Love,2019-07-13,Summer Walker X Drake,90,74,37,19,63abc389-28b5-4734-8677-405768ae1064
Love Ain't,2019-07-13,Eli Young Band,91,90,50,12,00b87afb-f39f-430a-b22e-85a261468e21
MEGATRON,2019-07-13,Nicki Minaj,92,20,20,2,1327b608-c616-409e-bec0-0f11a78a662f
Otro Trago,2019-07-13,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",93,83,81,4,6b048c69-73cf-4229-9006-0112dbea4adf
Wake Up,2019-07-13,Travis Scott,94,82,30,5,7a68ab7b-a148-4917-882d-dea45d3de0a4
The Ones That Didn't Make It Back Home,2019-07-13,Justin Moore,95,93,93,3,2038d56a-d59b-41fb-8912-c98be8249afc
Sanguine Paradise,2019-07-13,Lil Uzi Vert,96,89,28,12,dc31586e-3785-42f3-8a0e-5a885fe6b6a5
Bacc At It Again,2019-07-13,"Yella Beezy, Gucci Mane & Quavo",98,78,78,6,17647ef4-1e00-4920-9276-d2f1dce9e4f6
Talk,2019-07-20,Khalid,4,3,3,22,1a4d507e-1c64-45e9-8ee5-e3963be93c91
Senorita,2019-07-20,Shawn Mendes & Camila Cabello,5,5,2,3,bef6b06e-f06a-4af4-a4c4-8b91a9864847
I Don't Care,2019-07-20,Ed Sheeran & Justin Bieber,6,4,2,9,7dd04da7-d337-4bda-ae6a-031a3653ae57
Truth Hurts,2019-07-20,Lizzo,7,6,6,10,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1
Sucker,2019-07-20,Jonas Brothers,8,7,1,19,abb7a870-6ffb-4d24-b103-bbe638fc6aeb
Sunflower (Spider-Man: Into The Spider-Verse),2019-07-20,Post Malone & Swae Lee,9,8,1,38,b6df9d04-2303-4ec7-a416-367b06a026cb
Suge,2019-07-20,DaBaby,10,10,7,15,c2f85f3b-7e61-4495-be2f-c853bb26c915
No Guidance,2019-07-20,Chris Brown Featuring Drake,12,9,9,5,897719b4-e6dd-41c2-bd3d-9d43cab454a5
Wow.,2019-07-20,Post Malone,13,12,2,29,598d2cde-c0f1-4d99-9089-b878eb833867
If I Can't Have You,2019-07-20,Shawn Mendes,14,14,2,10,6dd2d92e-90f0-4f23-aab6-87316a653b4f
Dancing With A Stranger,2019-07-20,Sam Smith & Normani,15,15,7,26,aa243e48-c9f6-4753-8b42-b2342bb8988b
You Need To Calm Down,2019-07-20,Taylor Swift,16,13,2,4,f40d709b-4e48-4e40-ab6b-4a02ec39498c
God's Country,2019-07-20,Blake Shelton,17,17,17,15,e0287d0e-9d09-4ced-9434-fb9c27d7d17d
"Hey Look Ma, I Made It",2019-07-20,Panic! At The Disco,18,18,18,13,057c8042-8030-4070-b01b-b11b00817a0d
Beer Never Broke My Heart,2019-07-20,Luke Combs,23,24,22,10,f93ab292-594b-4bdd-93dd-7abc8c905314
7 Rings,2019-07-20,Ariana Grande,24,23,1,25,83aeafac-4d6e-486d-8cd8-d1ec531827b2
Sweet But Psycho,2019-07-20,Ava Max,25,21,10,30,f9b48b9e-fee4-4bff-8b50-646aca297b80
Panini,2019-07-20,Lil Nas X,27,22,16,3,fa60c2aa-288c-4f23-846d-05ef9b4d22b7
Whiskey Glasses,2019-07-20,Morgan Wallen,28,27,17,19,fac61a09-4c85-4583-8786-ad7c41b00c48
The London,2019-07-20,"Young Thug, J. Cole & Travis Scott",29,31,12,7,94853b83-5992-4744-a87b-d949b31cf775
Act Up,2019-07-20,City Girls,30,30,26,19,7d2ef547-9835-484f-9143-a9afbe54a5b9
Never Really Over,2019-07-20,Katy Perry,31,28,15,6,b6fe3b81-8eb9-48b9-8e2f-12ae87cb97c4
Middle Child,2019-07-20,J. Cole,32,43,4,25,3f6861eb-7173-43e3-bd3b-242ab94fcde2
High Hopes,2019-07-20,Panic! At The Disco,33,33,4,49,f3e9f6f4-130c-420f-b90e-aa1bad4263b5
Speechless,2019-07-20,Dan + Shay,34,34,24,29,7230a157-87d2-4242-868a-9b1d3253e392
Rumor,2019-07-20,Lee Brice,35,32,25,18,8d9c5da7-09a9-4b76-b6d9-23b314399416
Someone You Loved,2019-07-20,Lewis Capaldi,36,46,36,9,8fec020a-8282-4c6e-8a67-d0ec86f60911
Eastside,2019-07-20,"benny blanco, Halsey & Khalid",37,36,9,52,787087cb-cb94-442d-98dd-2eddc59f1f84
Shallow,2019-07-20,Lady Gaga & Bradley Cooper,45,49,1,41,e8191687-56bf-4e69-860f-a898735ec268
Look Back At It,2019-07-20,A Boogie Wit da Hoodie,46,48,27,31,cc101b68-19c4-4dd2-be11-e4c0438130d4
Better,2019-07-20,Khalid,47,47,8,43,ba73118f-7c13-43f6-933c-9f048fe8c01f
Knockin' Boots,2019-07-20,Luke Bryan,48,50,48,11,34b5e938-5d4c-40ef-acb4-e8bb8c386d58
Some Of It,2019-07-20,Eric Church,49,55,49,7,08eaa326-a4df-434f-a0fa-a950dc8ac51f
Sicko Mode,2019-07-20,Travis Scott,50,44,1,49,69913c93-47b1-4196-acc9-f492f6db35f5
ME!,2019-07-20,Taylor Swift Featuring Brendon Urie,52,39,2,12,26359b00-81fa-4f04-bcb5-d1f3955e72e7
Go Loko,2019-07-20,"YG, Tyga & Jon Z",53,53,49,10,3e011372-da42-41d4-b85e-c2b8d374c7fb
Nightmare,2019-07-20,Halsey,54,54,15,8,8597db99-63fd-472e-b87f-e436c5107df9
EARFQUAKE,2019-07-20,"Tyler, The Creator",55,52,13,8,4fb4b8fe-f837-4ffb-b0ac-efd30940654a
All To Myself,2019-07-20,Dan + Shay,57,59,57,10,e8d126c1-d46c-438c-be92-ed3406e91d24
Cool,2019-07-20,Jonas Brothers,63,57,27,14,4fda2886-a689-4218-943f-568520bc1caa
Look What God Gave Her,2019-07-20,Thomas Rhett,65,51,32,19,b64ec516-e4ba-4a4f-9861-a6425ac20849
Easier,2019-07-20,5 Seconds Of Summer,66,66,48,7,2e723198-d600-4b52-9d24-aefb94da0dca
My Type,2019-07-20,Saweetie,67,81,67,2,243f2558-8612-44b0-bf38-287acf7e44d7
Lalala,2019-07-20,Y2K & bbno$,68,84,68,2,672fb9a2-7560-4c1b-9516-40c39ce4e630
Rearview Town,2019-07-20,Jason Aldean,69,68,68,7,c674c4a2-aab4-401b-b763-225b55485908
Walk Me Home,2019-07-20,P!nk,70,64,49,19,0fce262b-e642-4444-b709-cde62dc680b3
Good As You,2019-07-20,Kane Brown,71,62,36,20,3854c9b2-8d8d-4700-8cd5-87f0cd996359
Callaita,2019-07-20,Bad Bunny & Tainy,73,69,68,5,3f288b3a-3270-4984-9638-201c4d6754d3
It's You,2019-07-20,Ali Gatie,76,73,70,4,24d58850-04fd-4749-95c7-17b5f0e455e4
Talk You Out Of It,2019-07-20,Florida Georgia Line,77,75,73,21,0051dafd-d42c-4809-9769-e65470ab3690
The Ones That Didn't Make It Back Home,2019-07-20,Justin Moore,84,95,84,4,2038d56a-d59b-41fb-8912-c98be8249afc
Before I Let Go,2019-07-20,Beyonce,87,80,65,12,cb6e819a-ce5c-4f70-b32b-f60ed4401604
Love Ain't,2019-07-20,Eli Young Band,88,91,50,13,00b87afb-f39f-430a-b22e-85a261468e21
Sanguine Paradise,2019-07-20,Lil Uzi Vert,89,96,28,13,dc31586e-3785-42f3-8a0e-5a885fe6b6a5
Girls Need Love,2019-07-20,Summer Walker X Drake,90,90,37,20,63abc389-28b5-4734-8677-405768ae1064
Otro Trago,2019-07-20,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",91,93,81,5,6b048c69-73cf-4229-9006-0112dbea4adf
Mother's Daughter,2019-07-20,Miley Cyrus,92,83,54,3,6b07f32e-4a68-481f-a28d-a4c12046245d
Wake Up,2019-07-20,Travis Scott,93,94,30,6,7a68ab7b-a148-4917-882d-dea45d3de0a4
Que Pretendes,2019-07-20,J Balvin & Bad Bunny,94,65,65,2,9fec67fc-8480-4df6-9f04-6f00c569ebfa
No Me Conoce,2019-07-20,"Jhay Cortez, J Balvin & Bad Bunny",95,,95,1,6776b802-e31b-49d5-a594-23296644b905
MEGATRON,2019-07-20,Nicki Minaj,97,92,20,3,1327b608-c616-409e-bec0-0f11a78a662f
Bad Guy,2019-07-27,Billie Eilish,2,2,2,16,1e9792da-e83d-4a4f-843b-6799efa84108
I Don't Care,2019-07-27,Ed Sheeran & Justin Bieber,3,6,2,10,09fe14ca-7734-4fa0-9365-8159d236d7af
Senorita,2019-07-27,Shawn Mendes & Camila Cabello,4,5,2,4,bef6b06e-f06a-4af4-a4c4-8b91a9864847
Talk,2019-07-27,Khalid,5,4,3,23,1a4d507e-1c64-45e9-8ee5-e3963be93c91
Truth Hurts,2019-07-27,Lizzo,6,7,6,11,1e88ada8-7fea-49d0-9e21-0413485fc694
Goodbyes,2019-07-27,Post Malone Featuring Young Thug,7,3,3,2,d23659cc-7bad-4cdc-93e1-ced6426e3c4b
Sucker,2019-07-27,Jonas Brothers,8,8,1,20,a9b16d1e-3e23-452c-b7f3-e879cf6cbdd3
Sunflower (Spider-Man: Into The Spider-Verse),2019-07-27,Post Malone & Swae Lee,9,9,1,39,74ce027a-e5a1-47f4-8997-68d89febca3f
No Guidance,2019-07-27,Chris Brown Featuring Drake,10,12,9,6,897719b4-e6dd-41c2-bd3d-9d43cab454a5
Suge,2019-07-27,DaBaby,11,10,7,16,c2f85f3b-7e61-4495-be2f-c853bb26c915
If I Can't Have You,2019-07-27,Shawn Mendes,13,14,2,11,6dd2d92e-90f0-4f23-aab6-87316a653b4f
Wow.,2019-07-27,Post Malone,14,13,2,30,1de0c612-7251-40bf-aec9-a53bb1157c06
You Need To Calm Down,2019-07-27,Taylor Swift,15,16,2,5,f40d709b-4e48-4e40-ab6b-4a02ec39498c
"Hey Look Ma, I Made It",2019-07-27,Panic! At The Disco,16,18,16,14,057c8042-8030-4070-b01b-b11b00817a0d
Pop Out,2019-07-27,Polo G Featuring Lil Tjay,22,21,11,17,a90d60b3-e647-4460-8258-e319f00c8e5d
Beer Never Broke My Heart,2019-07-27,Luke Combs,24,23,22,11,51899a1a-8d48-4adb-a43a-1deef603de1a
Someone You Loved,2019-07-27,Lewis Capaldi,26,36,26,10,b3aa767f-c9a0-452f-ba68-ff682e6acb3a
Happier,2019-07-27,Marshmello & Bastille,27,22,2,48,623b7611-08d9-4115-acd6-69f734dd3f24
The London,2019-07-27,"Young Thug, J. Cole & Travis Scott",28,29,12,8,94853b83-5992-4744-a87b-d949b31cf775
Panini,2019-07-27,Lil Nas X,29,27,16,4,fa60c2aa-288c-4f23-846d-05ef9b4d22b7
7 Rings,2019-07-27,Ariana Grande,30,24,1,26,7203c23a-5f31-4847-a50e-8a67bb26b43b
Sweet But Psycho,2019-07-27,Ava Max,31,25,10,31,745cc4a1-b551-44d1-9d47-cc6ef7ad97b9
Never Really Over,2019-07-27,Katy Perry,32,31,15,7,625fa4e1-4ab7-48fb-b4b0-2c2b7548522d
Whiskey Glasses,2019-07-27,Morgan Wallen,33,28,17,20,fac61a09-4c85-4583-8786-ad7c41b00c48
Speechless,2019-07-27,Dan + Shay,34,34,24,30,7230a157-87d2-4242-868a-9b1d3253e392
High Hopes,2019-07-27,Panic! At The Disco,35,33,4,50,f3e9f6f4-130c-420f-b90e-aa1bad4263b5
Shotta Flow,2019-07-27,NLE Choppa,36,38,36,13,6d3e01df-4892-4536-8622-8d2655959c11
Knockin' Boots,2019-07-27,Luke Bryan,41,48,41,12,34b5e938-5d4c-40ef-acb4-e8bb8c386d58
Some Of It,2019-07-27,Eric Church,43,49,43,8,08eaa326-a4df-434f-a0fa-a950dc8ac51f
Better,2019-07-27,Khalid,44,47,8,44,9b8fe367-124f-4ead-a03c-d2d5b890c507
Pure Water,2019-07-27,Mustard & Migos,45,39,23,25,bc7f1e75-755d-465b-a6d0-b7403361a77b
My Type,2019-07-27,Saweetie,47,67,47,3,243f2558-8612-44b0-bf38-287acf7e44d7
Shallow,2019-07-27,Lady Gaga & Bradley Cooper,48,45,1,42,e8191687-56bf-4e69-860f-a898735ec268
Sicko Mode,2019-07-27,Travis Scott,49,50,1,50,b7326a80-8332-4ee0-8238-d6737efba347
All To Myself,2019-07-27,Dan + Shay,51,57,51,11,e8d126c1-d46c-438c-be92-ed3406e91d24
GIRL,2019-07-27,Maren Morris,52,59,52,20,21b84faf-c629-4cf7-a535-bfc7a7ef1f00
Go Loko,2019-07-27,"YG, Tyga & Jon Z",54,53,49,11,3e011372-da42-41d4-b85e-c2b8d374c7fb
ME!,2019-07-27,Taylor Swift Featuring Brendon Urie,55,52,2,13,26359b00-81fa-4f04-bcb5-d1f3955e72e7
Nightmare,2019-07-27,Halsey,59,54,15,9,35f9deaf-115c-4336-9971-5cee7563cf27
Rearview Town,2019-07-27,Jason Aldean,62,69,62,8,c674c4a2-aab4-401b-b763-225b55485908
Easier,2019-07-27,5 Seconds Of Summer,63,66,48,8,25597f61-a704-4c93-84b7-067812cbc6a1
Press,2019-07-27,Cardi B,64,58,16,7,48f06882-f06a-4c31-ad96-b90a448cba02
EARFQUAKE,2019-07-27,"Tyler, The Creator",65,55,13,9,b9648e9e-e8b9-4db1-943e-eb1f6db72257
Callaita,2019-07-27,Bad Bunny & Tainy,67,73,67,6,3f288b3a-3270-4984-9638-201c4d6754d3
Walk Me Home,2019-07-27,P!nk,69,70,49,20,0fce262b-e642-4444-b709-cde62dc680b3
Talk You Out Of It,2019-07-27,Florida Georgia Line,70,77,70,22,0051dafd-d42c-4809-9769-e65470ab3690
Look What God Gave Her,2019-07-27,Thomas Rhett,71,65,32,20,f07c7c8e-3f9b-4e11-b2cf-b9e59e211746
Trampoline,2019-07-27,SHAED,72,78,72,7,51ae7463-3af5-4888-a468-895bebcbd37c
Soltera,2019-07-27,"Lunay, Daddy Yankee & Bad Bunny",80,82,73,10,b1c455e7-7b2f-404d-b6e7-1261f182d915
One Thing Right,2019-07-27,Marshmello & Kane Brown,82,79,57,4,bf93039e-4f44-4bca-822a-51031e6cfb11
Tip Of My Tongue,2019-07-27,Kenny Chesney,83,,83,1,033b6083-bdc7-4740-a8b2-a9546625550a
Otro Trago,2019-07-27,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",84,91,81,6,6b048c69-73cf-4229-9006-0112dbea4adf
Before I Let Go,2019-07-27,Beyonce,85,87,65,13,b9255bf6-41a2-4745-af43-c029ae07c298
Only Human,2019-07-27,Jonas Brothers,87,100,87,5,4ff52497-b2ae-457b-9d1f-9233bff403ee
No Me Conoce,2019-07-27,"Jhay Cortez, J Balvin & Bad Bunny",88,95,88,2,6776b802-e31b-49d5-a594-23296644b905
Like A Rodeo,2019-07-27,Kane Brown,90,,90,1,bd9f9d43-cce9-4356-8848-c81da3eefc82
I Don't Know About You,2019-07-27,Chris Lane,91,98,91,2,8bc989a4-3153-46ad-bc6f-03d9558a5a7b
Time,2019-07-27,NF,92,,92,1,adad55ad-075a-489d-9a15-96800e5cd8c2
Wake Up,2019-07-27,Travis Scott,100,93,30,7,7a68ab7b-a148-4917-882d-dea45d3de0a4
Bad Guy,2019-08-03,Billie Eilish,2,2,2,17,5fa39768-3e67-4e0d-a63a-29e022d2d00c
Senorita,2019-08-03,Shawn Mendes & Camila Cabello,3,4,2,5,bef6b06e-f06a-4af4-a4c4-8b91a9864847
Talk,2019-08-03,Khalid,4,5,3,24,1a4d507e-1c64-45e9-8ee5-e3963be93c91
Truth Hurts,2019-08-03,Lizzo,5,6,5,12,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1
I Don't Care,2019-08-03,Ed Sheeran & Justin Bieber,6,3,2,11,7dd04da7-d337-4bda-ae6a-031a3653ae57
Goodbyes,2019-08-03,Post Malone Featuring Young Thug,7,7,3,3,d23659cc-7bad-4cdc-93e1-ced6426e3c4b
Sucker,2019-08-03,Jonas Brothers,8,8,1,21,31148286-91df-454f-a309-8e16767fac61
Sunflower (Spider-Man: Into The Spider-Verse),2019-08-03,Post Malone & Swae Lee,9,9,1,40,b6df9d04-2303-4ec7-a416-367b06a026cb
If I Can't Have You,2019-08-03,Shawn Mendes,10,13,2,12,6dd2d92e-90f0-4f23-aab6-87316a653b4f
No Guidance,2019-08-03,Chris Brown Featuring Drake,11,10,9,7,897719b4-e6dd-41c2-bd3d-9d43cab454a5
Suge,2019-08-03,DaBaby,12,11,7,17,fde4aee5-feb2-4222-aef3-962834d80929
Someone You Loved,2019-08-03,Lewis Capaldi,20,26,20,11,b3aa767f-c9a0-452f-ba68-ff682e6acb3a
God's Country,2019-08-03,Blake Shelton,21,20,17,17,e0287d0e-9d09-4ced-9434-fb9c27d7d17d
Without Me,2019-08-03,Halsey,22,21,1,42,6333397f-2ecb-43d0-927c-adbc36c1bede
The London,2019-08-03,"Young Thug, J. Cole & Travis Scott",23,28,12,9,94853b83-5992-4744-a87b-d949b31cf775
Beer Never Broke My Heart,2019-08-03,Luke Combs,24,24,22,12,51899a1a-8d48-4adb-a43a-1deef603de1a
Pop Out,2019-08-03,Polo G Featuring Lil Tjay,26,22,11,18,a90d60b3-e647-4460-8258-e319f00c8e5d
Happier,2019-08-03,Marshmello & Bastille,27,27,2,49,623b7611-08d9-4115-acd6-69f734dd3f24
Panini,2019-08-03,Lil Nas X,28,29,16,5,fa60c2aa-288c-4f23-846d-05ef9b4d22b7
How Do You Sleep?,2019-08-03,Sam Smith,29,,29,1,ebc71d87-c1c6-404c-84b9-3a8e92287268
Speechless,2019-08-03,Dan + Shay,30,34,24,31,7230a157-87d2-4242-868a-9b1d3253e392
Sweet But Psycho,2019-08-03,Ava Max,31,31,10,32,745cc4a1-b551-44d1-9d47-cc6ef7ad97b9
Never Really Over,2019-08-03,Katy Perry,32,32,15,8,625fa4e1-4ab7-48fb-b4b0-2c2b7548522d
7 Rings,2019-08-03,Ariana Grande,33,30,1,27,fc8a804f-7c62-4e99-b614-1f7eb75a9482
Knockin' Boots,2019-08-03,Luke Bryan,38,41,38,13,34b5e938-5d4c-40ef-acb4-e8bb8c386d58
Rumor,2019-08-03,Lee Brice,39,39,25,20,8d9c5da7-09a9-4b76-b6d9-23b314399416
Act Up,2019-08-03,City Girls,40,38,26,21,7d2ef547-9835-484f-9143-a9afbe54a5b9
All To Myself,2019-08-03,Dan + Shay,41,51,41,12,e8d126c1-d46c-438c-be92-ed3406e91d24
Baby,2019-08-03,Lil Baby & DaBaby,42,,42,1,062f8de2-0b5a-467e-ae3f-70cc30440ccb
Better,2019-08-03,Khalid,43,44,8,45,ba73118f-7c13-43f6-933c-9f048fe8c01f
GIRL,2019-08-03,Maren Morris,44,52,44,21,21b84faf-c629-4cf7-a535-bfc7a7ef1f00
Sicko Mode,2019-08-03,Travis Scott,46,49,1,51,69913c93-47b1-4196-acc9-f492f6db35f5
Shallow,2019-08-03,Lady Gaga & Bradley Cooper,47,48,1,43,e8191687-56bf-4e69-860f-a898735ec268
Middle Child,2019-08-03,J. Cole,49,40,4,27,3f48a631-dea1-480d-9433-f3b97e63246a
ME!,2019-08-03,Taylor Swift Featuring Brendon Urie,58,55,2,14,26359b00-81fa-4f04-bcb5-d1f3955e72e7
Some Of It,2019-08-03,Eric Church,59,43,43,9,08eaa326-a4df-434f-a0fa-a950dc8ac51f
One Thing Right,2019-08-03,Marshmello & Kane Brown,60,82,57,5,47fd8f25-3d73-4ab2-bb52-a3d3ddc7c728
Antisocial,2019-08-03,Ed Sheeran & Travis Scott,62,37,37,2,b99da1d1-2b21-4b1d-831d-93494705e0df
Press,2019-08-03,Cardi B,63,64,16,8,48f06882-f06a-4c31-ad96-b90a448cba02
Easier,2019-08-03,5 Seconds Of Summer,64,63,48,9,2e723198-d600-4b52-9d24-aefb94da0dca
Talk You Out Of It,2019-08-03,Florida Georgia Line,65,70,65,23,0051dafd-d42c-4809-9769-e65470ab3690
Trampoline,2019-08-03,SHAED,67,72,67,8,51ae7463-3af5-4888-a468-895bebcbd37c
The Ones That Didn't Make It Back Home,2019-08-03,Justin Moore,68,77,68,6,2038d56a-d59b-41fb-8912-c98be8249afc
The Archer,2019-08-03,Taylor Swift,69,,69,1,7237d88e-c070-4d21-9d55-fd124f568078
EARFQUAKE,2019-08-03,"Tyler, The Creator",70,65,13,10,b9648e9e-e8b9-4db1-943e-eb1f6db72257
Raised On Country,2019-08-03,Chris Young,71,78,71,8,f302bbab-713d-4a98-81a5-c98ac879789d
It's You,2019-08-03,Ali Gatie,72,74,70,6,d3641718-f119-4d3e-b9d3-3a284dbb8a4b
Lalala,2019-08-03,Y2K & bbno$,77,76,68,4,672fb9a2-7560-4c1b-9516-40c39ce4e630
Only Human,2019-08-03,Jonas Brothers,78,87,78,6,829ddfad-aad2-466a-a8c4-a60d67bba865
Otro Trago,2019-08-03,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",79,84,79,7,6b048c69-73cf-4229-9006-0112dbea4adf
Nightmare,2019-08-03,Halsey,81,59,15,10,7ea8826d-436c-420f-943d-ceb3d0c20892
Hate Me,2019-08-03,Ellie Goulding & Juice WRLD,82,,82,1,261ac7b3-55d3-4be8-95e1-b9b89809c0f1
No Me Conoce,2019-08-03,"Jhay Cortez, J Balvin & Bad Bunny",83,88,83,3,6776b802-e31b-49d5-a594-23296644b905
Cool,2019-08-03,Jonas Brothers,84,75,27,16,28a308df-f8e9-4a26-bfd9-a55feebb7049
Before I Let Go,2019-08-03,Beyonce,85,85,65,14,cb6e819a-ce5c-4f70-b32b-f60ed4401604
I Don't Know About You,2019-08-03,Chris Lane,86,91,86,3,8bc989a4-3153-46ad-bc6f-03d9558a5a7b
Southbound,2019-08-03,Carrie Underwood,89,96,89,2,07f0e808-9012-4d53-b0df-a6cb3a4cf867
Que Pretendes,2019-08-03,J Balvin & Bad Bunny,96,97,65,4,9fec67fc-8480-4df6-9f04-6f00c569ebfa
Sanguine Paradise,2019-08-03,Lil Uzi Vert,97,95,28,15,dc31586e-3785-42f3-8a0e-5a885fe6b6a5
Tip Of My Tongue,2019-08-03,Kenny Chesney,98,83,83,2,033b6083-bdc7-4740-a8b2-a9546625550a
MEGATRON,2019-08-03,Nicki Minaj,100,,20,4,1327b608-c616-409e-bec0-0f11a78a662f
Bad Guy,2019-08-10,Billie Eilish,2,2,2,18,5fa39768-3e67-4e0d-a63a-29e022d2d00c
Senorita,2019-08-10,Shawn Mendes & Camila Cabello,3,3,2,6,bef6b06e-f06a-4af4-a4c4-8b91a9864847
Truth Hurts,2019-08-10,Lizzo,4,5,4,13,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1
Talk,2019-08-10,Khalid,5,4,3,25,5f65f0f1-3c21-4cf6-830b-c3acb516aca5
No Guidance,2019-08-10,Chris Brown Featuring Drake,6,11,6,8,897719b4-e6dd-41c2-bd3d-9d43cab454a5
I Don't Care,2019-08-10,Ed Sheeran & Justin Bieber,7,6,2,12,09fe14ca-7734-4fa0-9365-8159d236d7af
Goodbyes,2019-08-10,Post Malone Featuring Young Thug,8,7,3,4,d23659cc-7bad-4cdc-93e1-ced6426e3c4b
Sucker,2019-08-10,Jonas Brothers,9,8,1,22,a9b16d1e-3e23-452c-b7f3-e879cf6cbdd3
You Need To Calm Down,2019-08-10,Taylor Swift,16,15,2,7,f40d709b-4e48-4e40-ab6b-4a02ec39498c
"Hey Look Ma, I Made It",2019-08-10,Panic! At The Disco,17,16,16,16,057c8042-8030-4070-b01b-b11b00817a0d
Someone You Loved,2019-08-10,Lewis Capaldi,18,20,18,12,b3aa767f-c9a0-452f-ba68-ff682e6acb3a
Dancing With A Stranger,2019-08-10,Sam Smith & Normani,19,17,7,29,aa243e48-c9f6-4753-8b42-b2342bb8988b
Wow.,2019-08-10,Post Malone,20,18,2,32,112ff70c-7e9a-46df-9235-e82939575ad0
Beer Never Broke My Heart,2019-08-10,Luke Combs,21,24,21,13,51899a1a-8d48-4adb-a43a-1deef603de1a
Without Me,2019-08-10,Halsey,22,22,1,43,6333397f-2ecb-43d0-927c-adbc36c1bede
God's Country,2019-08-10,Blake Shelton,24,21,17,18,e0287d0e-9d09-4ced-9434-fb9c27d7d17d
Happier,2019-08-10,Marshmello & Bastille,25,27,2,50,623b7611-08d9-4115-acd6-69f734dd3f24
Speechless,2019-08-10,Dan + Shay,26,30,24,32,7230a157-87d2-4242-868a-9b1d3253e392
Pop Out,2019-08-10,Polo G Featuring Lil Tjay,27,26,11,19,a90d60b3-e647-4460-8258-e319f00c8e5d
The London,2019-08-10,"Young Thug, J. Cole & Travis Scott",28,23,12,10,94853b83-5992-4744-a87b-d949b31cf775
Never Really Over,2019-08-10,Katy Perry,29,32,15,9,b6fe3b81-8eb9-48b9-8e2f-12ae87cb97c4
7 Rings,2019-08-10,Ariana Grande,30,33,1,28,fc8a804f-7c62-4e99-b614-1f7eb75a9482
Whiskey Glasses,2019-08-10,Morgan Wallen,35,35,17,22,fac61a09-4c85-4583-8786-ad7c41b00c48
Shotta Flow,2019-08-10,NLE Choppa,36,36,36,15,286c68bb-66a8-4b8b-b850-1a3c72762af7
Knockin' Boots,2019-08-10,Luke Bryan,37,38,37,14,34b5e938-5d4c-40ef-acb4-e8bb8c386d58
My Type,2019-08-10,Saweetie,38,37,37,5,243f2558-8612-44b0-bf38-287acf7e44d7
How Do You Sleep?,2019-08-10,Sam Smith,40,29,29,2,ebc71d87-c1c6-404c-84b9-3a8e92287268
Baby,2019-08-10,Lil Baby & DaBaby,41,42,41,2,062f8de2-0b5a-467e-ae3f-70cc30440ccb
All To Myself,2019-08-10,Dan + Shay,43,41,41,13,e8d126c1-d46c-438c-be92-ed3406e91d24
Better,2019-08-10,Khalid,45,43,8,46,ba73118f-7c13-43f6-933c-9f048fe8c01f
Rearview Town,2019-08-10,Jason Aldean,46,54,46,10,c674c4a2-aab4-401b-b763-225b55485908
Shallow,2019-08-10,Lady Gaga & Bradley Cooper,47,47,1,44,31efbe4d-0e4c-47a4-9a77-a7e5ad0588f4
Go Loko,2019-08-10,"YG, Tyga & Jon Z",54,56,49,13,3e011372-da42-41d4-b85e-c2b8d374c7fb
One Thing Right,2019-08-10,Marshmello & Kane Brown,55,60,55,6,47fd8f25-3d73-4ab2-bb52-a3d3ddc7c728
