song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid
All God's Children Got Soul,1969-10-11,Dorothy Morrison,95,,95,1,f3436f2b-b5ce-40fd-af2b-7713ad7c7d9e
I Can't Be All Bad,1969-10-11,Johnny Adams,96,,96,1,07bf17e2-5c16-40aa-ae01-9bf86becc01d
Eternity,1969-10-11,Vikki Carr,97,100,97,2,0c066314-506b-449e-af13-cfd417565a36
Delta Lady,1969-10-11,Joe Cocker,98,98,98,2,d813b414-acd7-42cb-8525-967323af82ce
Love In The City,1969-10-11,The Turtles,99,,99,1,73cddc98-1104-4050-829d-f0257d02e44d
She Belongs To Me,1969-10-11,Rick Nelson,100,,100,1,451613af-532d-4b17-b17c-f39ddadbf75f
I Can't Get Next To You,1969-10-18,The Temptations,1,4,1,10,02e21444-88a2-4440-b0e8-463e51ddce94
Hot Fun In The Summertime,1969-10-18,Sly & The Family Stone,2,5,2,11,31e1133f-1440-4b5f-82d9-418e2d3dc426
"Sugar, Sugar",1969-10-18,The Archies,3,1,1,13,f10a9154-f142-479d-bec0-23f59ef8cabb
Jean,1969-10-18,Oliver,4,2,2,10,69fce992-f969-4714-b2fb-b0c4ca239b10
Little Woman,1969-10-18,Bobby Sherman,5,3,3,9,9fb5425f-7d3f-49f2-907e-7a7c30261117
Suspicious Minds,1969-10-18,Elvis Presley,6,11,6,6,5833a69f-5a2e-42b9-a403-b3471b3e3904
That's The Way Love Is,1969-10-18,Marvin Gaye,7,12,7,9,3242fb15-0bbf-4e62-8a3b-2b45118905e5
Wedding Bell Blues,1969-10-18,The 5th Dimension,8,25,8,4,fbbd4abd-be4b-476b-8e28-8b4c7822210a
Honky Tonk Women,1969-10-18,The Rolling Stones,14,8,1,14,be43f239-13e8-4155-918d-c5db87def62a
Everybody's Talkin',1969-10-18,Nilsson,15,6,6,10,a09699d9-4120-4796-98ff-6e69136c1727
"Oh, What A Night",1969-10-18,The Dells,16,14,10,10,59b8cf99-e470-43db-9bf8-062194ee726f
Is That All There Is,1969-10-18,Peggy Lee,17,33,17,4,23d96601-0567-44d4-b59b-618ff37fe590
I'll Never Fall In Love Again,1969-10-18,Tom Jones,18,17,6,20,f313dd05-237b-4544-a664-de87a719e605
Green River,1969-10-18,Creedence Clearwater Revival,19,10,2,12,78184909-758d-49f5-a4f8-70839a7b8872
Something,1969-10-18,The Beatles,20,,20,1,f64aed62-93a8-4784-8f3c-3d79a7431cf4
Jealous Kind Of Fella,1969-10-18,Garland Green,21,46,21,6,ea13728e-4606-4c37-9cce-8595ba4a9237
Sugar On Sunday,1969-10-18,The Clique,22,24,22,8,40b184a4-7e5e-4602-a364-607bc8568ef3
What's The Use Of Breaking Up,1969-10-18,Jerry Butler,24,20,20,8,7589b863-1154-479a-b153-ddfd4b154186
"You, I",1969-10-18,The Rugbys,25,27,25,9,9cf94f63-e0be-439f-a5d7-40c2049a5dc1
When I Die,1969-10-18,Motherlode,26,18,18,11,60ec5c3c-6301-49d5-94db-ccde0963cc0b
Going In Circles,1969-10-18,The Friends Of Distinction,27,32,27,10,43c9c04f-cae7-44e4-aace-c0d507cf2d3f
Get Together,1969-10-18,The Youngbloods,28,16,5,25,6f65aee5-53a9-422e-8fc5-11c5526f4018
Your Good Thing (Is About To End),1969-10-18,Lou Rawls,31,30,18,14,1d771990-ca3f-4dd2-8829-6218cd0e65ff
Walk On By,1969-10-18,Isaac Hayes,32,48,32,8,0c70af35-b519-4cf4-85b7-7cfb6fd501e7
"Baby, I'm For Real",1969-10-18,The Originals,33,67,33,4,5d45e337-3372-4b88-99eb-ea0d648dfa37
In A Moment,1969-10-18,The Intrigues,34,31,31,12,f2b25797-a7f5-4a83-b5f2-87632b03f01b
Make Believe,1969-10-18,Wind,35,35,35,7,9a28e95d-7b00-4ea9-9432-d3e9599a5625
Jesus Is A Soul Man,1969-10-18,Lawrence Reynolds,36,39,36,5,1845c13a-9b92-4a1a-96fd-c5abe685230a
By The Time I Get To Phoenix,1969-10-18,Isaac Hayes,37,38,37,8,02085def-9d5a-4c4d-a7a4-395111329e92
Smile A Little Smile For Me,1969-10-18,The Flying Machine,38,53,38,3,38055f90-9acc-4f82-9b20-dc7d72aa7b43
Here I Go Again,1969-10-18,Smokey Robinson & The Miracles,39,37,37,9,6a8f81a1-c20f-4f89-9d71-021d492d19e6
Carry Me Back,1969-10-18,The Rascals,40,26,26,7,1bd733b2-6cdf-4bef-ac6a-3160e9b19819
Ball Of Fire,1969-10-18,Tommy James And The Shondells,42,52,42,3,3fcd8ffc-c613-43f2-a73a-a7b4be1a0bc5
World (Part 1),1969-10-18,James Brown,43,44,37,6,7e4b9a84-2dc7-411b-9db9-5db31c7824b6
Echo Park,1969-10-18,Keith Barbour,44,58,44,4,952017f8-0998-40c8-8874-7e2590a4d193
Backfield In Motion,1969-10-18,Mel And Tim,48,,48,1,a543bfd9-bab0-449b-91b8-03517a182b4c
You Got Yours And I'll Get Mine,1969-10-18,The Delfonics,49,40,40,10,75f10bc3-c465-4a0d-b4e1-cb3a0c036d07
And When I Die,1969-10-18,"Blood, Sweat & Tears",50,,50,1,dba90d4c-7073-44a7-9a1b-f6acfc5438db
Something In The Air,1969-10-18,Thunderclap Newman,51,51,51,7,95888226-1810-4c0b-9c6a-4cf4c56db3ff
You'll Never Walk Alone,1969-10-18,The Brooklyn Bridge,52,59,52,3,c69be23e-46e8-4cc6-8923-d079f4355ab6
Jack And Jill,1969-10-18,Tommy Roe,53,54,53,12,c9bd9809-eaf6-4e06-8b67-eb6d53946f5b
Love Of The Common People,1969-10-18,The Winstons,54,55,54,5,89682102-39d6-4bad-98bd-2ae7eeee7ec5
Any Way That You Want Me,1969-10-18,Evie Sands,55,62,55,10,f8fd37be-5dc0-4b81-98fb-df2c10fdf08a
Reuben James,1969-10-18,Kenny Rogers & The First Edition,56,66,56,4,75ad1605-a080-49c1-8aa0-0944059fa70f
The Train,1969-10-18,1910 Fruitgum Co.,57,57,57,9,f3b94cbf-7c7d-49b8-a87b-843d2d249797
Let A Woman Be A Woman - Let A Man Be A Man,1969-10-18,Dyke And The Blazers,58,64,58,5,9d853171-d1c6-431f-b039-13a27fec73a1
Doin' Our Thing,1969-10-18,Clarence Carter,59,68,59,4,0a3ca056-5e06-4fd0-a510-4ddfb9048ede
Chains Of Love,1969-10-18,Bobby Bland,60,69,60,6,321a3d09-fe69-48bc-88b5-eac7047bdb12
Take A Letter Maria,1969-10-18,R.B. Greaves,61,,61,1,01264a07-1a3d-48bf-8ab6-5ee4919d4feb
Try A Little Kindness,1969-10-18,Glen Campbell,67,89,67,2,3d78221c-ede3-47d0-bd24-7b50c236c4ac
Time Machine,1969-10-18,Grand Funk Railroad,68,73,68,4,d8d20870-93ec-432e-9a8f-0cc8e06421b2
Son Of A Lovin' Man,1969-10-18,Buchanan Brothers,70,61,61,5,7650b744-ae36-4d99-be46-e54ed16c4c51
"Since I Met You, Baby",1969-10-18,Sonny James,71,71,71,5,218b074f-e60b-477a-a97c-bb12bff661bf
Kool And The Gang,1969-10-18,Kool & The Gang,72,84,72,6,fb895ed2-3216-4d88-bbf3-070b9aac257d
Groovy Grubworm,1969-10-18,Harlow Wilcox and the Oakies,73,77,73,2,8c218ffb-946d-4e80-a804-9e50d530a679
Get Off My Back Woman,1969-10-18,B.B. King,74,74,74,8,b7289428-9bd3-4e51-8d10-0820d8b393b6
I'll Bet You,1969-10-18,Funkadelic,75,85,75,3,6e91e97d-6768-4861-ab3f-756c26162f30
Na Na Hey Hey Kiss Him Goodbye,1969-10-18,Steam,76,,76,1,a0254974-a949-40c3-a1e6-f52177fc41bf
The Colour Of My Love,1969-10-18,Jefferson,77,87,77,5,1b06790c-f425-4854-9cf7-4bc04b133211
Undun,1969-10-18,The Guess Who,78,,78,1,dead559b-110f-4d77-826f-612610c3f460
Turn On A Dream,1969-10-18,The Box Tops,79,,79,1,de3eb4b8-f375-48fd-a0fc-398eefa67666
Make Your Own Kind Of Music,1969-10-18,Mama Cass Elliot,80,,80,1,9f959584-b8c7-46d7-96a4-fb7a9cbe3611
Silver Threads And Golden Needles,1969-10-18,The Cowsills,84,86,84,2,7e1505fa-6dbe-429d-94ec-e6ae0c6f6a0e
Eternity,1969-10-18,Vikki Carr,86,97,86,3,0c066314-506b-449e-af13-cfd417565a36
Don't Waste My Time,1969-10-18,John Mayall,87,90,87,2,09cd75b4-37bb-4566-ba8a-a7183e3f9ae5
I Can't Be All Bad,1969-10-18,Johnny Adams,89,96,89,2,5fe5acff-661e-4c58-9c20-533c85323ae7
It's Hard To Get Along,1969-10-18,Joe Simon,90,,90,1,77b3cc40-1b69-4b6d-9d67-16e4acc12ba6
Love In The City,1969-10-18,The Turtles,91,99,91,2,73cddc98-1104-4050-829d-f0257d02e44d
Shangri-La,1969-10-18,The Lettermen,92,,92,1,d609ce6b-a6b4-4ffd-9839-129a084b9325
We'll Cry Together,1969-10-18,Maxine Brown,93,93,93,4,5703319b-6550-41c9-b987-77ba575b5d02
"Yester-Me, Yester-You, Yesterday",1969-10-18,Stevie Wonder,94,,94,1,d027586c-9327-4927-8d8b-1d649be6ccd2
Delta Lady,1969-10-18,Joe Cocker,95,98,95,3,d813b414-acd7-42cb-8525-967323af82ce
Say You Love Me,1969-10-18,The Impressions,96,,96,1,f1d3ec25-5623-4cce-b026-4ce4d4c24da3
Crumbs Off The Table,1969-10-18,The Glass House,97,,97,1,54b61239-9893-40fc-b37e-40bc33883ccd
We Must Be In Love,1969-10-18,Five Stairsteps & Cubie,98,,98,1,ffa5342f-d90f-43a8-a69e-41f97d52966f
Hot Fun In The Summertime,1969-10-25,Sly & The Family Stone,2,2,2,12,a9969ce5-e51f-4a42-a947-74f8dde136df
"Sugar, Sugar",1969-10-25,The Archies,3,3,1,14,fdb7cc59-2104-4faa-9b4c-7d45ffa5087b
Jean,1969-10-25,Oliver,4,4,2,11,56d01726-027b-47d5-82cd-f11e890deb18
Suspicious Minds,1969-10-25,Elvis Presley,5,6,5,7,5833a69f-5a2e-42b9-a403-b3471b3e3904
Little Woman,1969-10-25,Bobby Sherman,6,5,3,10,bb893453-96a5-4043-b7a6-4c8fcebd1fe4
Wedding Bell Blues,1969-10-25,The 5th Dimension,7,8,7,5,57576c02-9179-4fb3-a4aa-b3107d09596b
Baby It's You,1969-10-25,Smith,8,13,8,8,57dca536-ac00-4a0c-a6c3-9b470ce52547
Tracy,1969-10-25,The Cuff Links,9,10,9,7,916083f6-9412-4832-9c63-7ae49ca64097
I'm Gonna Make You Mine,1969-10-25,Lou Christie,10,11,10,10,c48aed92-240f-4f84-8d7a-a6fbc41445aa
Something,1969-10-25,The Beatles,11,20,11,2,f64aed62-93a8-4784-8f3c-3d79a7431cf4
That's The Way Love Is,1969-10-25,Marvin Gaye,12,7,7,10,3242fb15-0bbf-4e62-8a3b-2b45118905e5
Is That All There Is,1969-10-25,Peggy Lee,14,17,14,5,5a0c395e-dca7-4c3c-a92d-6f705cdb0a80
Everybody's Talkin',1969-10-25,Nilsson,15,15,6,11,a09699d9-4120-4796-98ff-6e69136c1727
Smile A Little Smile For Me,1969-10-25,The Flying Machine,16,38,16,4,66f143a6-c9bc-4970-abc1-b510d25b3ff1
Jealous Kind Of Fella,1969-10-25,Garland Green,21,21,21,7,b47a619f-e531-4c12-9733-752b6187eedb
Sugar On Sunday,1969-10-25,The Clique,22,22,22,9,f3913969-ebac-4d4d-be97-5b5920150ed7
Green River,1969-10-25,Creedence Clearwater Revival,23,19,2,13,356b68a3-554e-4e86-92e5-d90f51f2fe25
"You, I",1969-10-25,The Rugbys,24,25,24,10,59e5d9d1-79af-408c-8435-72ac9cf985a7
Going In Circles,1969-10-25,The Friends Of Distinction,25,27,25,11,cb4a36f9-b570-492b-9dc3-fc3cdc7a67df
"Baby, I'm For Real",1969-10-25,The Originals,26,33,26,5,4314f0d3-15d4-46b1-9444-d72f0cb45829
Honky Tonk Women,1969-10-25,The Rolling Stones,27,14,1,15,0af76497-fb09-4eb4-9092-f6939e55c0c0
Make Believe,1969-10-25,Wind,28,35,28,8,9a28e95d-7b00-4ea9-9432-d3e9599a5625
And When I Die,1969-10-25,"Blood, Sweat & Tears",29,50,29,2,b487db5d-60b9-402d-b244-5d0a2a70081c
Walk On By,1969-10-25,Isaac Hayes,30,32,30,9,70c08c27-e808-4544-9796-b7dd044152f4
"Oh, What A Night",1969-10-25,The Dells,31,16,10,11,796783ab-252c-4889-b21d-51e1243a7bf9
When I Die,1969-10-25,Motherlode,32,26,18,12,f53a67fc-e449-4ae1-a4df-e075999a5ed7
Ball Of Fire,1969-10-25,Tommy James And The Shondells,33,42,33,4,842c19f3-ff23-479e-8c0e-d88af259129c
Suite: Judy Blue Eyes,1969-10-25,"Crosby, Stills & Nash",34,64,34,4,0ffb426d-661a-4826-9c67-568fb9edf7db
Jesus Is A Soul Man,1969-10-25,Lawrence Reynolds,35,36,35,6,1845c13a-9b92-4a1a-96fd-c5abe685230a
Something In The Air,1969-10-25,Thunderclap Newman,38,51,38,8,f3ef7893-ab73-4324-91ee-69ffa33614f0
What's The Use Of Breaking Up,1969-10-25,Jerry Butler,39,24,20,9,7d19afd1-e3cd-42c4-b22a-2b2db25e0c0b
In A Moment,1969-10-25,The Intrigues,40,34,31,13,f2b25797-a7f5-4a83-b5f2-87632b03f01b
So Good Together,1969-10-25,Andy Kim,41,46,41,5,91cafd49-10d4-4d39-a9f3-b81cedbf99cc
Echo Park,1969-10-25,Keith Barbour,42,44,42,5,28c59a62-1212-4924-9380-dc04ecd00615
Backfield In Motion,1969-10-25,Mel And Tim,43,48,43,2,a543bfd9-bab0-449b-91b8-03517a182b4c
Try A Little Kindness,1969-10-25,Glen Campbell,44,67,44,3,eab24596-68cd-4285-aa5f-13bb6d5e086e
World (Part 1),1969-10-25,James Brown,46,43,37,7,7e4b9a84-2dc7-411b-9db9-5db31c7824b6
Carry Me Back,1969-10-25,The Rascals,47,40,26,8,3472ebf7-269b-4cc0-8671-88e085a94560
Let A Woman Be A Woman - Let A Man Be A Man,1969-10-25,Dyke And The Blazers,48,58,48,6,70060158-bb96-4835-8e2a-edeba888f4f9
Cherry Hill Park,1969-10-25,Billy Joe Royal,49,63,49,4,0d85f5e4-baac-41fd-bf3b-37345902c7c1
Time Machine,1969-10-25,Grand Funk Railroad,50,68,50,5,d8d20870-93ec-432e-9a8f-0cc8e06421b2
You'll Never Walk Alone,1969-10-25,The Brooklyn Bridge,51,52,51,4,c69be23e-46e8-4cc6-8923-d079f4355ab6
Na Na Hey Hey Kiss Him Goodbye,1969-10-25,Steam,52,76,52,2,a0254974-a949-40c3-a1e6-f52177fc41bf
Let A Man Come In And Do The Popcorn (Part One),1969-10-25,James Brown,58,65,58,3,8c3ea269-ea78-4a20-b02f-c2ac49873703
"Yester-Me, Yester-You, Yesterday",1969-10-25,Stevie Wonder,59,94,59,2,f2eb4f81-204b-4a70-9204-5459db58b1f5
Undun,1969-10-25,The Guess Who,60,78,60,2,dead559b-110f-4d77-826f-612610c3f460
Eli's Coming,1969-10-25,Three Dog Night,61,,61,1,8935cb97-16f2-43fa-92f6-3dc27910f09a
Turn On A Dream,1969-10-25,The Box Tops,63,79,63,2,de3eb4b8-f375-48fd-a0fc-398eefa67666
The Train,1969-10-25,1910 Fruitgum Co.,64,57,57,10,07ae3768-03c0-47ca-9fe8-d678c5f8c60b
Kool And The Gang,1969-10-25,Kool & The Gang,65,72,65,7,82f45f88-379a-487b-a9b5-801735628905
Chains Of Love,1969-10-25,Bobby Bland,66,60,60,7,321a3d09-fe69-48bc-88b5-eac7047bdb12
"Since I Met You, Baby",1969-10-25,Sonny James,67,71,67,6,218b074f-e60b-477a-a97c-bb12bff661bf
Make Your Own Kind Of Music,1969-10-25,Mama Cass Elliot,68,80,68,2,9f959584-b8c7-46d7-96a4-fb7a9cbe3611
Love Of The Common People,1969-10-25,The Winstons,69,54,54,6,89682102-39d6-4bad-98bd-2ae7eeee7ec5
Son Of A Lovin' Man,1969-10-25,Buchanan Brothers,70,70,61,6,7650b744-ae36-4d99-be46-e54ed16c4c51
Groovy Grubworm,1969-10-25,Harlow Wilcox and the Oakies,71,73,71,3,edb258a3-f3bd-4a44-bd26-441eb9dca2b2
Silver Threads And Golden Needles,1969-10-25,The Cowsills,75,84,75,3,f1efaecf-47cc-4ff4-aafd-3b98a202f368
Leaving On A Jet Plane,1969-10-25,"Peter, Paul & Mary",76,,76,1,9fbb9f77-53cd-4044-8a2c-69fce712b289
The Colour Of My Love,1969-10-25,Jefferson,77,77,77,6,1b06790c-f425-4854-9cf7-4bc04b133211
Eternity,1969-10-25,Vikki Carr,79,86,79,4,0c066314-506b-449e-af13-cfd417565a36
Julia,1969-10-25,Ramsey Lewis,80,81,80,5,3fc14411-26a3-479d-807d-060b6b448739
Don't Waste My Time,1969-10-25,John Mayall,81,87,81,3,09cd75b4-37bb-4566-ba8a-a7183e3f9ae5
Shangri-La,1969-10-25,The Lettermen,82,92,82,2,d609ce6b-a6b4-4ffd-9839-129a084b9325
Was It Good To You,1969-10-25,The Isley Brothers,83,83,83,5,b55eaa3f-f31a-4aba-8247-6c43882b3e8e
We'll Cry Together,1969-10-25,Maxine Brown,84,93,84,5,5703319b-6550-41c9-b987-77ba575b5d02
Roosevelt And Ira Lee (Night of the Mossacin),1969-10-25,Tony Joe White,85,,85,1,33401583-1bab-495b-8d72-526ea5f05225
I Still Believe In Tomorrow,1969-10-25,John & Anne Ryder,86,,86,1,b3917ae1-242b-4dda-b428-5369f8a20d9c
It's Hard To Get Along,1969-10-25,Joe Simon,90,90,90,2,dc7bbe7f-d95b-4368-a7f8-8647d2c2b6d2
These Eyes,1969-10-25,Jr. Walker & The All Stars,91,,91,1,2587fc6a-0403-4a23-ad2d-1bc68147718b
She's Got Love,1969-10-25,Thomas & Richard Frost,92,,92,1,1bc1c823-c004-40bf-8e36-82d4ea24f52e
Friendship Train,1969-10-25,Gladys Knight And The Pips,93,,93,1,48e01baf-b604-4ccf-9a93-6a26598ae289
Sunday Mornin' Comin' Down,1969-10-25,Ray Stevens,94,,94,1,f3a6298a-df0a-48fb-8cf1-4760804de090
Say You Love Me,1969-10-25,The Impressions,95,96,95,2,f1d3ec25-5623-4cce-b026-4ce4d4c24da3
Crumbs Off The Table,1969-10-25,The Glass House,96,97,96,2,54b61239-9893-40fc-b37e-40bc33883ccd
Jingo,1969-10-25,Santana,97,,97,1,3f7884b7-c508-485d-803d-fb40165dad2c
One Woman,1969-10-25,Johnny Rivers,98,,98,1,a5e8d0ef-a5c6-420e-9ce8-ad38445cf794
She Belongs To Me,1969-10-25,Rick Nelson,99,99,99,3,860ac4fb-6ddb-4d24-b5cb-5b812ceff984
Just A Little Love,1969-10-25,B.B. King,100,100,100,2,79dc766f-256e-4629-aa78-ff4e861240fa
Suspicious Minds,1969-11-01,Elvis Presley,1,5,1,8,5833a69f-5a2e-42b9-a403-b3471b3e3904
Wedding Bell Blues,1969-11-01,The 5th Dimension,2,7,2,6,db7ff726-046c-48aa-864a-cd289fd3cb81
"Sugar, Sugar",1969-11-01,The Archies,3,3,1,15,fdb7cc59-2104-4faa-9b4c-7d45ffa5087b
I Can't Get Next To You,1969-11-01,The Temptations,4,1,1,12,02e21444-88a2-4440-b0e8-463e51ddce94
Baby It's You,1969-11-01,Smith,5,8,5,9,c997e6af-b0a6-45a7-bf02-08dd04b5a9b5
Hot Fun In The Summertime,1969-11-01,Sly & The Family Stone,6,2,2,13,d5558f32-7fa5-467a-bbb8-dd88083a18e8
Little Woman,1969-11-01,Bobby Sherman,7,6,3,11,7ec4bf20-83c6-4987-a39a-12381b50e95b
Jean,1969-11-01,Oliver,8,4,2,12,56d01726-027b-47d5-82cd-f11e890deb18
Tracy,1969-11-01,The Cuff Links,9,9,9,8,7e508373-4eb4-4ca5-8645-a1e20a7e0c56
Something,1969-11-01,The Beatles,11,11,11,3,1968af55-dde7-4b83-ba85-ef3a66343713
Smile A Little Smile For Me,1969-11-01,The Flying Machine,12,16,12,5,58607c06-a0bd-483a-99a9-faba7bf5bbb6
Is That All There Is,1969-11-01,Peggy Lee,13,14,13,6,5a0c395e-dca7-4c3c-a92d-6f705cdb0a80
That's The Way Love Is,1969-11-01,Marvin Gaye,14,12,7,11,3242fb15-0bbf-4e62-8a3b-2b45118905e5
I'm Gonna Make You Mine,1969-11-01,Lou Christie,15,10,10,11,9384a525-d242-4c73-af04-31fbd072b99a
Going In Circles,1969-11-01,The Friends Of Distinction,16,25,16,12,6f9b65ab-51ca-43bf-bb1e-29b0566c29ec
And When I Die,1969-11-01,"Blood, Sweat & Tears",17,29,17,3,b487db5d-60b9-402d-b244-5d0a2a70081c
Take A Letter Maria,1969-11-01,R.B. Greaves,21,37,21,3,01264a07-1a3d-48bf-8ab6-5ee4919d4feb
"Baby, I'm For Real",1969-11-01,The Originals,22,26,22,6,4314f0d3-15d4-46b1-9444-d72f0cb45829
Easy To Be Hard,1969-11-01,Three Dog Night,23,18,4,13,cc862267-0fca-4f24-bb61-cac54e8a312f
Sugar On Sunday,1969-11-01,The Clique,24,22,22,10,40b184a4-7e5e-4602-a364-607bc8568ef3
Everybody's Talkin',1969-11-01,Nilsson,25,15,6,12,7456fcbb-09c4-473b-b5b0-53cfe5bed22c
Ball Of Fire,1969-11-01,Tommy James And The Shondells,26,33,26,5,842c19f3-ff23-479e-8c0e-d88af259129c
This Girl Is A Woman Now,1969-11-01,Gary Puckett And The Union Gap,27,17,9,11,d604d287-0808-415e-b021-7615f1ab8db4
Jesus Is A Soul Man,1969-11-01,Lawrence Reynolds,28,35,28,7,1845c13a-9b92-4a1a-96fd-c5abe685230a
"You, I",1969-11-01,The Rugbys,29,24,24,11,59e5d9d1-79af-408c-8435-72ac9cf985a7
Let A Man Come In And Do The Popcorn (Part One),1969-11-01,James Brown,30,58,30,4,8c3ea269-ea78-4a20-b02f-c2ac49873703
Walk On By,1969-11-01,Isaac Hayes,31,30,30,10,4bf87d99-24da-4063-92b2-87a15e3def2b
"Yester-Me, Yester-You, Yesterday",1969-11-01,Stevie Wonder,32,59,32,3,f2eb4f81-204b-4a70-9204-5459db58b1f5
Try A Little Kindness,1969-11-01,Glen Campbell,33,44,33,4,3d78221c-ede3-47d0-bd24-7b50c236c4ac
Suite: Judy Blue Eyes,1969-11-01,"Crosby, Stills & Nash",34,34,34,5,1eb72532-326e-41e5-bed6-518200cb6890
Reuben James,1969-11-01,Kenny Rogers & The First Edition,35,36,35,6,1a29b9ec-917c-4918-b338-5d5b24c063e6
Let A Woman Be A Woman - Let A Man Be A Man,1969-11-01,Dyke And The Blazers,36,48,36,7,9d853171-d1c6-431f-b039-13a27fec73a1
Something In The Air,1969-11-01,Thunderclap Newman,37,38,37,9,95888226-1810-4c0b-9c6a-4cf4c56db3ff
Cherry Hill Park,1969-11-01,Billy Joe Royal,38,49,38,5,0d85f5e4-baac-41fd-bf3b-37345902c7c1
What's The Use Of Breaking Up,1969-11-01,Jerry Butler,39,39,20,10,7d19afd1-e3cd-42c4-b22a-2b2db25e0c0b
Echo Park,1969-11-01,Keith Barbour,40,42,40,6,952017f8-0998-40c8-8874-7e2590a4d193
So Good Together,1969-11-01,Andy Kim,41,41,41,6,c0ecefae-1569-441c-8555-9c01f56379f7
Backfield In Motion,1969-11-01,Mel And Tim,42,43,42,3,1a616095-73de-433b-9dce-c0cbc21adbbb
When I Die,1969-11-01,Motherlode,43,32,18,13,e983c701-f35b-4848-8c6a-0f4836c8f596
Make Believe,1969-11-01,Wind,44,28,28,9,9a28e95d-7b00-4ea9-9432-d3e9599a5625
Doin' Our Thing,1969-11-01,Clarence Carter,48,53,48,6,0a3ca056-5e06-4fd0-a510-4ddfb9048ede
Time Machine,1969-11-01,Grand Funk Railroad,49,50,49,6,d8d20870-93ec-432e-9a8f-0cc8e06421b2
Eli's Coming,1969-11-01,Three Dog Night,50,61,50,2,208da107-9b9a-4400-bd12-6c91bdba6e2a
Undun,1969-11-01,The Guess Who,51,60,51,3,d7914ae0-ab49-405a-8c19-33f913f8563f
Any Way That You Want Me,1969-11-01,Evie Sands,54,54,54,12,9cbe15bb-39ac-4eea-a55a-bb25fb27a299
You'll Never Walk Alone,1969-11-01,The Brooklyn Bridge,55,51,51,5,c69be23e-46e8-4cc6-8923-d079f4355ab6
Make Your Own Kind Of Music,1969-11-01,Mama Cass Elliot,56,68,56,3,9f959584-b8c7-46d7-96a4-fb7a9cbe3611
Leaving On A Jet Plane,1969-11-01,"Peter, Paul & Mary",57,76,57,2,1524aaa1-cd63-4487-b104-39fff96b6972
Fortunate Son,1969-11-01,Creedence Clearwater Revival,58,,58,1,146cff21-ccfd-4e3e-9b9b-cca05c080454
Kool And The Gang,1969-11-01,Kool & The Gang,59,65,59,8,fb895ed2-3216-4d88-bbf3-070b9aac257d
Turn On A Dream,1969-11-01,The Box Tops,61,63,61,3,de3eb4b8-f375-48fd-a0fc-398eefa67666
I'll Bet You,1969-11-01,Funkadelic,63,74,63,5,e8b58f9b-7e5b-478f-86e1-b4e388b4c7de
Roosevelt And Ira Lee (Night of the Mossacin),1969-11-01,Tony Joe White,64,85,64,2,33401583-1bab-495b-8d72-526ea5f05225
"Since I Met You, Baby",1969-11-01,Sonny James,65,67,65,7,218b074f-e60b-477a-a97c-bb12bff661bf
Friendship Train,1969-11-01,Gladys Knight And The Pips,66,93,66,2,88b25e02-1c93-4391-93d3-02c1b4769ff9
Shangri-La,1969-11-01,The Lettermen,67,82,67,3,d609ce6b-a6b4-4ffd-9839-129a084b9325
These Eyes,1969-11-01,Jr. Walker & The All Stars,68,91,68,2,2587fc6a-0403-4a23-ad2d-1bc68147718b
The Colour Of My Love,1969-11-01,Jefferson,70,77,70,7,1b06790c-f425-4854-9cf7-4bc04b133211
Holly Holy,1969-11-01,Neil Diamond,71,,71,1,4598d291-39ef-4c31-84e8-5b976850aa0c
I Still Believe In Tomorrow,1969-11-01,John & Anne Ryder,72,86,72,2,b3917ae1-242b-4dda-b428-5369f8a20d9c
Delta Lady,1969-11-01,Joe Cocker,73,73,73,5,d813b414-acd7-42cb-8525-967323af82ce
Up On Cripple Creek,1969-11-01,The Band,74,,74,1,443e293b-1dc1-4f3c-9209-b462099fdddb
Silver Threads And Golden Needles,1969-11-01,The Cowsills,75,75,75,4,f1efaecf-47cc-4ff4-aafd-3b98a202f368
We'll Cry Together,1969-11-01,Maxine Brown,76,84,76,6,5703319b-6550-41c9-b987-77ba575b5d02
Say You Love Me,1969-11-01,The Impressions,78,95,78,3,f1d3ec25-5623-4cce-b026-4ce4d4c24da3
Crumbs Off The Table,1969-11-01,The Glass House,79,96,79,3,54b61239-9893-40fc-b37e-40bc33883ccd
Julia,1969-11-01,Ramsey Lewis,80,80,80,6,5599fd31-b5a7-438b-a92f-18916eb003d8
Sunday Mornin' Comin' Down,1969-11-01,Ray Stevens,81,94,81,2,f3a6298a-df0a-48fb-8cf1-4760804de090
On The Dock Of The Bay,1969-11-01,The Dells,82,,82,1,c881d0d8-cc16-426c-adf0-0218e7ba0ce7
I Guess The Lord Must Be In New York City,1969-11-01,Nilsson,83,,83,1,572e6ce3-ab45-4dc3-9bbe-294154c0f05d
She's Got Love,1969-11-01,Thomas & Richard Frost,84,92,84,2,1bc1c823-c004-40bf-8e36-82d4ea24f52e
Tonight I'll Be Staying Here With You,1969-11-01,Bob Dylan,85,,85,1,118def2a-f62d-4af4-beeb-57709e05e158
Raindrops Keep Fallin' On My Head,1969-11-01,B.J. Thomas,86,,86,1,59db7f34-47fd-4c92-8f85-dd2751ff2313
It's Hard To Get Along,1969-11-01,Joe Simon,87,90,87,3,77b3cc40-1b69-4b6d-9d67-16e4acc12ba6
